DS_Name,Date,age,case
Koupela,2016-03-01,ov5,2033
Koupela,2016-03-01,u5,1346
Koupela,2017-03-01,ov5,3805
Koupela,2017-03-01,u5,3574
Koupela,2018-03-01,ov5,3699
Koupela,2018-03-01,u5,3745
Koupela,2015-04-01,ov5,3140
Koupela,2015-04-01,u5,0
Koupela,2016-04-01,ov5,2153
Koupela,2016-04-01,u5,1642
Koupela,2017-04-01,ov5,3914
Koupela,2017-04-01,u5,3931
Koupela,2018-04-01,ov5,3784
Koupela,2018-04-01,u5,3822
Koupela,2015-05-01,ov5,2797
Koupela,2015-05-01,u5,0
Koupela,2016-05-01,ov5,1832
Koupela,2016-05-01,u5,1226
Koupela,2017-05-01,ov5,3584
Koupela,2017-05-01,u5,3357
Koupela,2018-05-01,ov5,3927
Koupela,2018-05-01,u5,3806
Koupela,2015-06-01,ov5,2117
Koupela,2015-06-01,u5,0
Koupela,2016-06-01,ov5,2274
Koupela,2016-06-01,u5,2894
Koupela,2017-06-01,ov5,3194
Koupela,2017-06-01,u5,2879
Koupela,2018-06-01,ov5,3999
Koupela,2018-06-01,u5,3544
Koupela,2015-07-01,ov5,2301
Koupela,2015-07-01,u5,0
Koupela,2016-07-01,ov5,7603
Koupela,2016-07-01,u5,10122
Koupela,2017-07-01,ov5,8550
Koupela,2017-07-01,u5,8421
Koupela,2018-07-01,ov5,5789
Koupela,2018-07-01,u5,5284
Koupela,2015-08-01,ov5,6513
Koupela,2015-08-01,u5,0
Koupela,2016-08-01,ov5,9924
Koupela,2016-08-01,u5,5964
Koupela,2017-08-01,ov5,13481
Koupela,2017-08-01,u5,8831
Koupela,2018-08-01,ov5,13986
Koupela,2018-08-01,u5,8145
Koupela,2015-09-01,ov5,9884
Koupela,2015-09-01,u5,0
Koupela,2016-09-01,ov5,12591
Koupela,2016-09-01,u5,9345
Koupela,2017-09-01,ov5,13115
Koupela,2017-09-01,u5,11174
Koupela,2018-09-01,ov5,15294
Koupela,2018-09-01,u5,10987
Koupela,2015-10-01,ov5,12399
Koupela,2015-10-01,u5,0
Koupela,2016-10-01,ov5,14488
Koupela,2016-10-01,u5,12800
Koupela,2017-10-01,ov5,15661
Koupela,2017-10-01,u5,12531
Koupela,2018-10-01,ov5,20051
Koupela,2018-10-01,u5,14177
Koupela,2015-11-01,ov5,7807
Koupela,2015-11-01,u5,0
Koupela,2016-11-01,ov5,10300
Koupela,2016-11-01,u5,8358
Koupela,2017-11-01,ov5,9462
Koupela,2017-11-01,u5,7419
Koupela,2018-11-01,ov5,13182
Koupela,2018-11-01,u5,9819
Koupela,2015-12-01,ov5,3313
Koupela,2015-12-01,u5,0
Koupela,2016-12-01,ov5,5053
Koupela,2016-12-01,u5,4892
Koupela,2017-12-01,ov5,5051
Koupela,2017-12-01,u5,4395
Koupela,2018-12-01,ov5,6332
Koupela,2018-12-01,u5,6193
Ouargaye,2015-01-01,ov5,3781
Ouargaye,2015-01-01,u5,0
Ouargaye,2016-01-01,ov5,4607
Ouargaye,2016-01-01,u5,4084
Ouargaye,2017-01-01,ov5,6108
Ouargaye,2017-01-01,u5,8278
Ouargaye,2018-01-01,ov5,6937
Ouargaye,2018-01-01,u5,7709
Ouargaye,2015-02-01,ov5,3891
Ouargaye,2015-02-01,u5,0
Ouargaye,2016-02-01,ov5,4485
Ouargaye,2016-02-01,u5,3070
Ouargaye,2017-02-01,ov5,9736
Ouargaye,2017-02-01,u5,10145
Ouargaye,2018-02-01,ov5,9018
Ouargaye,2018-02-01,u5,10045
Ouargaye,2015-03-01,ov5,3837
Ouargaye,2015-03-01,u5,0
Ouargaye,2016-03-01,ov5,4363
Ouargaye,2016-03-01,u5,2640
Ouargaye,2017-03-01,ov5,5560
Ouargaye,2017-03-01,u5,6044
Ouargaye,2018-03-01,ov5,4597
Ouargaye,2018-03-01,u5,5134
Ouargaye,2015-04-01,ov5,5755
Ouargaye,2015-04-01,u5,0
Ouargaye,2016-04-01,ov5,4738
Ouargaye,2016-04-01,u5,3387
Ouargaye,2017-04-01,ov5,5389
Ouargaye,2017-04-01,u5,6330
Ouargaye,2018-04-01,ov5,5873
Ouargaye,2018-04-01,u5,7031
Ouargaye,2015-05-01,ov5,5640
Ouargaye,2015-05-01,u5,0
Ouargaye,2016-05-01,ov5,3730
Ouargaye,2016-05-01,u5,2403
Ouargaye,2017-05-01,ov5,5206
Ouargaye,2017-05-01,u5,6243
Ouargaye,2018-05-01,ov5,4419
Ouargaye,2018-05-01,u5,5261
Ouargaye,2015-06-01,ov5,4032
Ouargaye,2015-06-01,u5,0
Ouargaye,2016-06-01,ov5,3249
Ouargaye,2016-06-01,u5,3783
Ouargaye,2017-06-01,ov5,4478
Ouargaye,2017-06-01,u5,5234
Ouargaye,2018-06-01,ov5,5643
Ouargaye,2018-06-01,u5,6052
Ouargaye,2015-07-01,ov5,4417
Ouargaye,2015-07-01,u5,0
Ouargaye,2016-07-01,ov5,8731
Ouargaye,2016-07-01,u5,16445
Ouargaye,2017-07-01,ov5,13573
Ouargaye,2017-07-01,u5,20592
Ouargaye,2018-07-01,ov5,11753
Ouargaye,2018-07-01,u5,16427
Ouargaye,2015-08-01,ov5,10130
Ouargaye,2015-08-01,u5,0
Ouargaye,2016-08-01,ov5,10790
Ouargaye,2016-08-01,u5,11101
Ouargaye,2017-08-01,ov5,16307
Ouargaye,2017-08-01,u5,17428
Ouargaye,2018-08-01,ov5,18805
Ouargaye,2018-08-01,u5,18309
Ouargaye,2015-09-01,ov5,12524
Ouargaye,2015-09-01,u5,0
Ouargaye,2016-09-01,ov5,14058
Ouargaye,2016-09-01,u5,17385
Ouargaye,2017-09-01,ov5,15144
Ouargaye,2017-09-01,u5,21114
Ouargaye,2018-09-01,ov5,17128
Ouargaye,2018-09-01,u5,20207
Ouargaye,2015-10-01,ov5,16224
Ouargaye,2015-10-01,u5,0
Ouargaye,2016-10-01,ov5,28592
Ouargaye,2016-10-01,u5,38591
Ouargaye,2017-10-01,ov5,16410
Ouargaye,2017-10-01,u5,21318
Ouargaye,2018-10-01,ov5,20063
Ouargaye,2018-10-01,u5,23304
Ouargaye,2015-11-01,ov5,11378
Ouargaye,2015-11-01,u5,0
Ouargaye,2016-11-01,ov5,18174
Ouargaye,2016-11-01,u5,23354
Ouargaye,2017-11-01,ov5,11764
Ouargaye,2017-11-01,u5,15080
Ouargaye,2018-11-01,ov5,16691
Ouargaye,2018-11-01,u5,18573
Ouargaye,2015-12-01,ov5,5617
Ouargaye,2015-12-01,u5,0
Ouargaye,2016-12-01,ov5,6116
Ouargaye,2016-12-01,u5,8712
Ouargaye,2017-12-01,ov5,6289
Ouargaye,2017-12-01,u5,8745
Ouargaye,2018-12-01,ov5,8185
Ouargaye,2018-12-01,u5,10589
Pouytenga,2015-01-01,ov5,2159
Pouytenga,2015-01-01,u5,0
Pouytenga,2016-01-01,ov5,3041
Pouytenga,2016-01-01,u5,2310
Pouytenga,2017-01-01,ov5,2861
Pouytenga,2017-01-01,u5,3047
Pouytenga,2018-01-01,ov5,4474
Pouytenga,2018-01-01,u5,5108
Pouytenga,2015-02-01,ov5,2132
Pouytenga,2015-02-01,u5,0
Pouytenga,2016-02-01,ov5,2806
Pouytenga,2016-02-01,u5,2082
Pouytenga,2017-02-01,ov5,3059
Pouytenga,2017-02-01,u5,3789
Pouytenga,2018-02-01,ov5,3362
Pouytenga,2018-02-01,u5,3616
Pouytenga,2015-03-01,ov5,2219
Pouytenga,2015-03-01,u5,0
Pouytenga,2016-03-01,ov5,1995
Pouytenga,2016-03-01,u5,1521
Pouytenga,2017-03-01,ov5,2793
Pouytenga,2017-03-01,u5,3723
Pouytenga,2018-03-01,ov5,2382
Pouytenga,2018-03-01,u5,2302
Pouytenga,2015-04-01,ov5,1983
Pouytenga,2015-04-01,u5,0
Pouytenga,2016-04-01,ov5,2198
Pouytenga,2016-04-01,u5,1837
Pouytenga,2017-04-01,ov5,3222
Pouytenga,2017-04-01,u5,3589
Pouytenga,2018-04-01,ov5,2371
Pouytenga,2018-04-01,u5,3044
Pouytenga,2015-05-01,ov5,1983
Pouytenga,2015-05-01,u5,0
Pouytenga,2016-05-01,ov5,1892
Pouytenga,2016-05-01,u5,1881
Pouytenga,2017-05-01,ov5,3037
Pouytenga,2017-05-01,u5,2971
Pouytenga,2018-05-01,ov5,2434
Pouytenga,2018-05-01,u5,3232
Pouytenga,2015-06-01,ov5,1384
Pouytenga,2015-06-01,u5,0
Pouytenga,2016-06-01,ov5,2575
Pouytenga,2016-06-01,u5,3754
Pouytenga,2017-06-01,ov5,2688
Pouytenga,2017-06-01,u5,2241
Pouytenga,2018-06-01,ov5,2442
Pouytenga,2018-06-01,u5,3406
Pouytenga,2015-07-01,ov5,1762
Pouytenga,2015-07-01,u5,0
Pouytenga,2016-07-01,ov5,6254
Pouytenga,2016-07-01,u5,7611
Pouytenga,2017-07-01,ov5,5759
Pouytenga,2017-07-01,u5,5977
Pouytenga,2018-07-01,ov5,3682
Pouytenga,2018-07-01,u5,4018
Pouytenga,2015-08-01,ov5,5943
Pouytenga,2015-08-01,u5,0
Pouytenga,2016-08-01,ov5,9005
Pouytenga,2016-08-01,u5,8479
Pouytenga,2017-08-01,ov5,422
Pouytenga,2017-08-01,u5,49
Pouytenga,2018-08-01,ov5,10979
Pouytenga,2018-08-01,u5,7750
Pouytenga,2015-09-01,ov5,9084
Pouytenga,2015-09-01,u5,0
Pouytenga,2016-09-01,ov5,15764
Pouytenga,2016-09-01,u5,11808
Pouytenga,2017-09-01,ov5,520
Pouytenga,2017-09-01,u5,84
Pouytenga,2018-09-01,ov5,15789
Pouytenga,2018-09-01,u5,12546
Pouytenga,2015-10-01,ov5,11819
Pouytenga,2015-10-01,u5,0
Pouytenga,2016-10-01,ov5,18673
Pouytenga,2016-10-01,u5,12801
Pouytenga,2017-10-01,ov5,781
Pouytenga,2017-10-01,u5,218
Pouytenga,2018-10-01,ov5,21506
Pouytenga,2018-10-01,u5,16530
Pouytenga,2015-11-01,ov5,7788
Pouytenga,2015-11-01,u5,0
Pouytenga,2016-11-01,ov5,10025
Pouytenga,2016-11-01,u5,6205
Pouytenga,2017-11-01,ov5,140
Pouytenga,2017-11-01,u5,35
Pouytenga,2018-11-01,ov5,11559
Pouytenga,2018-11-01,u5,9701
Pouytenga,2015-12-01,ov5,3021
Pouytenga,2015-12-01,u5,0
Pouytenga,2016-12-01,ov5,5308
Pouytenga,2016-12-01,u5,3792
Pouytenga,2017-12-01,ov5,57
Pouytenga,2017-12-01,u5,17
Pouytenga,2018-12-01,ov5,4134
Pouytenga,2018-12-01,u5,4824
Tenkodogo,2015-01-01,ov5,2853
Tenkodogo,2015-01-01,u5,0
Tenkodogo,2016-01-01,ov5,3969
Tenkodogo,2016-01-01,u5,2961
Tenkodogo,2017-01-01,ov5,5074
Tenkodogo,2017-01-01,u5,4936
Tenkodogo,2018-01-01,ov5,8649
Tenkodogo,2018-01-01,u5,6706
Tenkodogo,2015-02-01,ov5,3390
Tenkodogo,2015-02-01,u5,0
Tenkodogo,2016-02-01,ov5,4163
Tenkodogo,2016-02-01,u5,2898
Tenkodogo,2017-02-01,ov5,5554
Tenkodogo,2017-02-01,u5,4506
Tenkodogo,2018-02-01,ov5,8246
Tenkodogo,2018-02-01,u5,7052
Tenkodogo,2015-03-01,ov5,3669
Tenkodogo,2015-03-01,u5,0
Tenkodogo,2016-03-01,ov5,3686
Tenkodogo,2016-03-01,u5,2206
Tenkodogo,2017-03-01,ov5,3906
Tenkodogo,2017-03-01,u5,3937
Tenkodogo,2018-03-01,ov5,4623
Tenkodogo,2018-03-01,u5,4168
Tenkodogo,2015-04-01,ov5,4008
Tenkodogo,2015-04-01,u5,0
Tenkodogo,2016-04-01,ov5,3718
Tenkodogo,2016-04-01,u5,2357
Tenkodogo,2017-04-01,ov5,4904
Tenkodogo,2017-04-01,u5,4736
Tenkodogo,2018-04-01,ov5,4123
Tenkodogo,2018-04-01,u5,3720
Tenkodogo,2015-05-01,ov5,4253
Tenkodogo,2015-05-01,u5,0
Tenkodogo,2016-05-01,ov5,3513
Tenkodogo,2016-05-01,u5,2196
Tenkodogo,2017-05-01,ov5,5469
Tenkodogo,2017-05-01,u5,4660
Tenkodogo,2018-05-01,ov5,3834
Tenkodogo,2018-05-01,u5,3154
Tenkodogo,2015-06-01,ov5,3891
Tenkodogo,2015-06-01,u5,0
Tenkodogo,2016-06-01,ov5,4258
Tenkodogo,2016-06-01,u5,5190
Tenkodogo,2017-06-01,ov5,5402
Tenkodogo,2017-06-01,u5,3874
Tenkodogo,2018-06-01,ov5,4930
Tenkodogo,2018-06-01,u5,3610
Tenkodogo,2015-07-01,ov5,3183
Tenkodogo,2015-07-01,u5,0
Tenkodogo,2016-07-01,ov5,10622
Tenkodogo,2016-07-01,u5,11064
Tenkodogo,2017-07-01,ov5,12589
Tenkodogo,2017-07-01,u5,10678
Tenkodogo,2018-07-01,ov5,8461
Tenkodogo,2018-07-01,u5,6544
Tenkodogo,2015-08-01,ov5,9651
Tenkodogo,2015-08-01,u5,0
Tenkodogo,2016-08-01,ov5,13300
Tenkodogo,2016-08-01,u5,7755
Tenkodogo,2017-08-01,ov5,19847
Tenkodogo,2017-08-01,u5,11176
Tenkodogo,2018-08-01,ov5,14742
Tenkodogo,2018-08-01,u5,9347
Tenkodogo,2015-09-01,ov5,13216
Tenkodogo,2015-09-01,u5,0
Tenkodogo,2016-09-01,ov5,16920
Tenkodogo,2016-09-01,u5,10713
Tenkodogo,2017-09-01,ov5,19914
Tenkodogo,2017-09-01,u5,16158
Tenkodogo,2018-09-01,ov5,19161
Tenkodogo,2018-09-01,u5,13060
Tenkodogo,2015-10-01,ov5,18299
Tenkodogo,2015-10-01,u5,0
Tenkodogo,2016-10-01,ov5,19728
Tenkodogo,2016-10-01,u5,12827
Tenkodogo,2017-10-01,ov5,21083
Tenkodogo,2017-10-01,u5,16985
Tenkodogo,2018-10-01,ov5,23889
Tenkodogo,2018-10-01,u5,17510
Tenkodogo,2015-11-01,ov5,11082
Tenkodogo,2015-11-01,u5,0
Tenkodogo,2016-11-01,ov5,15616
Tenkodogo,2016-11-01,u5,11011
Tenkodogo,2017-11-01,ov5,12715
Tenkodogo,2017-11-01,u5,9397
Tenkodogo,2018-11-01,ov5,16466
Tenkodogo,2018-11-01,u5,12952
Tenkodogo,2015-12-01,ov5,4863
Tenkodogo,2015-12-01,u5,16
Tenkodogo,2016-12-01,ov5,7152
Tenkodogo,2016-12-01,u5,6498
Tenkodogo,2017-12-01,ov5,6042
Tenkodogo,2017-12-01,u5,4950
Tenkodogo,2018-12-01,ov5,8530
Tenkodogo,2018-12-01,u5,7549
Zabre,2015-01-01,ov5,2765
Zabre,2015-01-01,u5,0
Zabre,2016-01-01,ov5,2634
Zabre,2016-01-01,u5,3052
Zabre,2017-01-01,ov5,4225
Zabre,2017-01-01,u5,4474
Zabre,2018-01-01,ov5,4715
Zabre,2018-01-01,u5,4916
Zabre,2015-02-01,ov5,3156
Zabre,2015-02-01,u5,0
Zabre,2016-02-01,ov5,2346
Zabre,2016-02-01,u5,1932
Zabre,2017-02-01,ov5,3413
Zabre,2017-02-01,u5,2812
Zabre,2018-02-01,ov5,5585
Zabre,2018-02-01,u5,6040
Zabre,2015-03-01,ov5,1980
Zabre,2015-03-01,u5,0
Zabre,2016-03-01,ov5,1620
Zabre,2016-03-01,u5,1416
Zabre,2017-03-01,ov5,1987
Zabre,2017-03-01,u5,1726
Zabre,2018-03-01,ov5,2802
Zabre,2018-03-01,u5,2694
Zabre,2015-04-01,ov5,1945
Zabre,2015-04-01,u5,0
Zabre,2016-04-01,ov5,1702
Zabre,2016-04-01,u5,1105
Zabre,2017-04-01,ov5,2043
Zabre,2017-04-01,u5,1687
Zabre,2018-04-01,ov5,2704
Zabre,2018-04-01,u5,2135
Zabre,2015-05-01,ov5,1945
Zabre,2015-05-01,u5,0
Zabre,2016-05-01,ov5,1315
Zabre,2016-05-01,u5,1045
Zabre,2017-05-01,ov5,2670
Zabre,2017-05-01,u5,1619
Zabre,2018-05-01,ov5,1867
Zabre,2018-05-01,u5,1492
Zabre,2015-06-01,ov5,1548
Zabre,2015-06-01,u5,0
Zabre,2016-06-01,ov5,2077
Zabre,2016-06-01,u5,2334
Zabre,2017-06-01,ov5,2452
Zabre,2017-06-01,u5,1648
Zabre,2018-06-01,ov5,3068
Zabre,2018-06-01,u5,2171
Zabre,2015-07-01,ov5,1990
Zabre,2015-07-01,u5,0
Zabre,2016-07-01,ov5,6447
Zabre,2016-07-01,u5,8307
Zabre,2017-07-01,ov5,7896
Zabre,2017-07-01,u5,7076
Zabre,2018-07-01,ov5,7354
Zabre,2018-07-01,u5,6562
Zabre,2015-08-01,ov5,5555
Zabre,2015-08-01,u5,0
Zabre,2016-08-01,ov5,5396
Zabre,2016-08-01,u5,3709
Zabre,2017-08-01,ov5,9005
Zabre,2017-08-01,u5,6518
Zabre,2018-08-01,ov5,9898
Zabre,2018-08-01,u5,7232
Zabre,2015-09-01,ov5,7249
Zabre,2015-09-01,u5,0
Zabre,2016-09-01,ov5,7564
Zabre,2016-09-01,u5,5955
Zabre,2017-09-01,ov5,10352
Zabre,2017-09-01,u5,9190
Zabre,2018-09-01,ov5,12113
Zabre,2018-09-01,u5,9971
Zabre,2015-10-01,ov5,7529
Zabre,2015-10-01,u5,0
Zabre,2016-10-01,ov5,8950
Zabre,2016-10-01,u5,6969
Zabre,2017-10-01,ov5,8507
Zabre,2017-10-01,u5,8011
Zabre,2018-10-01,ov5,10975
Zabre,2018-10-01,u5,8872
Zabre,2015-11-01,ov5,5214
Zabre,2015-11-01,u5,0
Zabre,2016-11-01,ov5,5193
Zabre,2016-11-01,u5,3822
Zabre,2017-11-01,ov5,5808
Zabre,2017-11-01,u5,5277
Zabre,2018-11-01,ov5,8751
Zabre,2018-11-01,u5,7735
Zabre,2015-12-01,ov5,2805
Zabre,2015-12-01,u5,0
Zabre,2016-12-01,ov5,4592
Zabre,2016-12-01,u5,4002
Zabre,2017-12-01,ov5,3194
Zabre,2017-12-01,u5,3124
Zabre,2018-12-01,ov5,4476
Zabre,2018-12-01,u5,4501
Barsalogho,2015-01-01,ov5,1544
Barsalogho,2015-01-01,u5,0
Barsalogho,2016-01-01,ov5,1746
Barsalogho,2016-01-01,u5,1781
Barsalogho,2017-01-01,ov5,2510
Barsalogho,2017-01-01,u5,5679
Barsalogho,2018-01-01,ov5,3266
Barsalogho,2018-01-01,u5,4846
Barsalogho,2015-02-01,ov5,1743
Barsalogho,2015-02-01,u5,0
Barsalogho,2016-02-01,ov5,1602
Barsalogho,2016-02-01,u5,1320
Barsalogho,2017-02-01,ov5,2190
Barsalogho,2017-02-01,u5,3575
Barsalogho,2018-02-01,ov5,1599
Barsalogho,2018-02-01,u5,2291
Barsalogho,2015-03-01,ov5,1550
Barsalogho,2015-03-01,u5,0
Barsalogho,2016-03-01,ov5,1335
Barsalogho,2016-03-01,u5,1110
Barsalogho,2017-03-01,ov5,1634
Barsalogho,2017-03-01,u5,2343
Barsalogho,2018-03-01,ov5,978
Barsalogho,2018-03-01,u5,1421
Barsalogho,2015-04-01,ov5,1547
Barsalogho,2015-04-01,u5,0
Barsalogho,2016-04-01,ov5,1256
Barsalogho,2016-04-01,u5,933
Barsalogho,2017-04-01,ov5,1433
Barsalogho,2017-04-01,u5,2445
Barsalogho,2018-04-01,ov5,1058
Barsalogho,2018-04-01,u5,1294
Barsalogho,2015-05-01,ov5,1341
Barsalogho,2015-05-01,u5,0
Barsalogho,2016-05-01,ov5,952
Barsalogho,2016-05-01,u5,799
Barsalogho,2017-05-01,ov5,1166
Barsalogho,2017-05-01,u5,1739
Barsalogho,2018-05-01,ov5,895
Barsalogho,2018-05-01,u5,995
Barsalogho,2015-06-01,ov5,830
Barsalogho,2015-06-01,u5,0
Barsalogho,2016-06-01,ov5,1143
Barsalogho,2016-06-01,u5,1205
Barsalogho,2017-06-01,ov5,1054
Barsalogho,2017-06-01,u5,1203
Barsalogho,2018-06-01,ov5,704
Barsalogho,2018-06-01,u5,777
Barsalogho,2015-07-01,ov5,704
Barsalogho,2015-07-01,u5,0
Barsalogho,2016-07-01,ov5,1509
Barsalogho,2016-07-01,u5,2154
Barsalogho,2017-07-01,ov5,2518
Barsalogho,2017-07-01,u5,4845
Barsalogho,2018-07-01,ov5,1247
Barsalogho,2018-07-01,u5,1395
Barsalogho,2015-08-01,ov5,3739
Barsalogho,2015-08-01,u5,0
Barsalogho,2016-08-01,ov5,4783
Barsalogho,2016-08-01,u5,6844
Barsalogho,2017-08-01,ov5,5312
Barsalogho,2017-08-01,u5,6184
Barsalogho,2018-08-01,ov5,4666
Barsalogho,2018-08-01,u5,5781
Barsalogho,2015-09-01,ov5,3709
Barsalogho,2015-09-01,u5,0
Barsalogho,2016-09-01,ov5,4033
Barsalogho,2016-09-01,u5,6986
Barsalogho,2017-09-01,ov5,3932
Barsalogho,2017-09-01,u5,6533
Barsalogho,2018-09-01,ov5,5282
Barsalogho,2018-09-01,u5,8473
Barsalogho,2015-10-01,ov5,3879
Barsalogho,2015-10-01,u5,0
Barsalogho,2016-10-01,ov5,4261
Barsalogho,2016-10-01,u5,7600
Barsalogho,2017-10-01,ov5,4747
Barsalogho,2017-10-01,u5,6730
Barsalogho,2018-10-01,ov5,5438
Barsalogho,2018-10-01,u5,9638
Barsalogho,2015-11-01,ov5,2906
Barsalogho,2015-11-01,u5,0
Barsalogho,2016-11-01,ov5,2562
Barsalogho,2016-11-01,u5,3893
Barsalogho,2017-11-01,ov5,2455
Barsalogho,2017-11-01,u5,3530
Barsalogho,2018-11-01,ov5,3913
Barsalogho,2018-11-01,u5,5642
Barsalogho,2015-12-01,ov5,1961
Barsalogho,2015-12-01,u5,0
Barsalogho,2016-12-01,ov5,2927
Barsalogho,2016-12-01,u5,6681
Barsalogho,2017-12-01,ov5,2991
Barsalogho,2017-12-01,u5,6028
Barsalogho,2018-12-01,ov5,2732
Barsalogho,2018-12-01,u5,6208
Boulsa,2015-01-01,ov5,1353
Boulsa,2015-01-01,u5,0
Boulsa,2016-01-01,ov5,1795
Boulsa,2016-01-01,u5,1921
Boulsa,2017-01-01,ov5,2680
Boulsa,2017-01-01,u5,5225
Boulsa,2018-01-01,ov5,3765
Boulsa,2018-01-01,u5,7723
Boulsa,2015-02-01,ov5,1767
Boulsa,2015-02-01,u5,0
Boulsa,2016-02-01,ov5,1525
Boulsa,2016-02-01,u5,1343
Boulsa,2017-02-01,ov5,2417
Boulsa,2017-02-01,u5,4963
Boulsa,2018-02-01,ov5,2147
Boulsa,2018-02-01,u5,4001
Boulsa,2015-03-01,ov5,1474
Boulsa,2015-03-01,u5,0
Boulsa,2016-03-01,ov5,1505
Boulsa,2016-03-01,u5,1332
Boulsa,2017-03-01,ov5,1328
Boulsa,2017-03-01,u5,2439
Boulsa,2018-03-01,ov5,1331
Boulsa,2018-03-01,u5,2259
Boulsa,2015-04-01,ov5,1484
Boulsa,2015-04-01,u5,0
Boulsa,2016-04-01,ov5,1689
Boulsa,2016-04-01,u5,1407
Boulsa,2017-04-01,ov5,1454
Boulsa,2017-04-01,u5,1941
Boulsa,2018-04-01,ov5,1249
Boulsa,2018-04-01,u5,1791
Boulsa,2015-05-01,ov5,12685
Boulsa,2015-05-01,u5,0
Boulsa,2016-05-01,ov5,1579
Boulsa,2016-05-01,u5,1088
Boulsa,2017-05-01,ov5,1317
Boulsa,2017-05-01,u5,1765
Boulsa,2018-05-01,ov5,1339
Boulsa,2018-05-01,u5,1839
Boulsa,2015-06-01,ov5,1208
Boulsa,2015-06-01,u5,0
Boulsa,2016-06-01,ov5,1408
Boulsa,2016-06-01,u5,1842
Boulsa,2017-06-01,ov5,1336
Boulsa,2017-06-01,u5,1816
Boulsa,2018-06-01,ov5,1007
Boulsa,2018-06-01,u5,1549
Boulsa,2015-07-01,ov5,992
Boulsa,2015-07-01,u5,0
Boulsa,2016-07-01,ov5,2277
Boulsa,2016-07-01,u5,5790
Boulsa,2017-07-01,ov5,3299
Boulsa,2017-07-01,u5,7189
Boulsa,2018-07-01,ov5,1583
Boulsa,2018-07-01,u5,2646
Boulsa,2015-08-01,ov5,2906
Boulsa,2015-08-01,u5,0
Boulsa,2016-08-01,ov5,3954
Boulsa,2016-08-01,u5,7954
Boulsa,2017-08-01,ov5,5363
Boulsa,2017-08-01,u5,7214
Boulsa,2018-08-01,ov5,6133
Boulsa,2018-08-01,u5,9387
Boulsa,2015-09-01,ov5,3743
Boulsa,2015-09-01,u5,0
Boulsa,2016-09-01,ov5,4134
Boulsa,2016-09-01,u5,8340
Boulsa,2017-09-01,ov5,5708
Boulsa,2017-09-01,u5,9393
Boulsa,2018-09-01,ov5,7658
Boulsa,2018-09-01,u5,11902
Boulsa,2015-10-01,ov5,4329
Boulsa,2015-10-01,u5,0
Boulsa,2016-10-01,ov5,3638
Boulsa,2016-10-01,u5,8278
Boulsa,2017-10-01,ov5,5324
Boulsa,2017-10-01,u5,9997
Boulsa,2018-10-01,ov5,6264
Boulsa,2018-10-01,u5,11595
Boulsa,2015-11-01,ov5,3357
Boulsa,2015-11-01,u5,0
Boulsa,2016-11-01,ov5,2963
Boulsa,2016-11-01,u5,4284
Boulsa,2017-11-01,ov5,3827
Boulsa,2017-11-01,u5,5687
Boulsa,2018-11-01,ov5,4638
Boulsa,2018-11-01,u5,7274
Boulsa,2015-12-01,ov5,2232
Boulsa,2015-12-01,u5,0
Boulsa,2016-12-01,ov5,2518
Boulsa,2016-12-01,u5,4997
Boulsa,2017-12-01,ov5,2638
Boulsa,2017-12-01,u5,5497
Boulsa,2018-12-01,ov5,3071
Boulsa,2018-12-01,u5,6995
Boussouma,2015-01-01,ov5,1340
Boussouma,2015-01-01,u5,0
Boussouma,2016-01-01,ov5,1451
Boussouma,2016-01-01,u5,2925
Boussouma,2017-01-01,ov5,3886
Boussouma,2017-01-01,u5,5244
Boussouma,2018-01-01,ov5,4129
Boussouma,2018-01-01,u5,5234
Boussouma,2015-02-01,ov5,1594
Boussouma,2015-02-01,u5,0
Boussouma,2016-02-01,ov5,1585
Boussouma,2016-02-01,u5,1648
Boussouma,2017-02-01,ov5,3106
Boussouma,2017-02-01,u5,4067
Boussouma,2018-02-01,ov5,2866
Boussouma,2018-02-01,u5,3701
Boussouma,2015-03-01,ov5,1366
Boussouma,2015-03-01,u5,0
Boussouma,2016-03-01,ov5,1405
Boussouma,2016-03-01,u5,1240
Boussouma,2017-03-01,ov5,1884
Boussouma,2017-03-01,u5,2640
Boussouma,2018-03-01,ov5,1389
Boussouma,2018-03-01,u5,2020
Boussouma,2015-04-01,ov5,1633
Boussouma,2015-04-01,u5,0
Boussouma,2016-04-01,ov5,1371
Boussouma,2016-04-01,u5,1257
Boussouma,2017-04-01,ov5,2011
Boussouma,2017-04-01,u5,2596
Boussouma,2018-04-01,ov5,1254
Boussouma,2018-04-01,u5,1792
Boussouma,2015-05-01,ov5,1415
Boussouma,2015-05-01,u5,0
Boussouma,2016-05-01,ov5,1056
Boussouma,2016-05-01,u5,1028
Boussouma,2017-05-01,ov5,1556
Boussouma,2017-05-01,u5,1983
Boussouma,2018-05-01,ov5,1201
Boussouma,2018-05-01,u5,1492
Boussouma,2015-06-01,ov5,1093
Boussouma,2015-06-01,u5,0
Boussouma,2016-06-01,ov5,1318
Boussouma,2016-06-01,u5,1264
Boussouma,2017-06-01,ov5,1715
Boussouma,2017-06-01,u5,2099
Boussouma,2018-06-01,ov5,1158
Boussouma,2018-06-01,u5,1559
Boussouma,2015-07-01,ov5,1093
Boussouma,2015-07-01,u5,0
Boussouma,2016-07-01,ov5,2732
Boussouma,2016-07-01,u5,3759
Boussouma,2017-07-01,ov5,5338
